कैथल जिले में कौन से कस्बे शामिल हैं?,कलायत सीवन चौशाला मुंदड़ी,पटियाला चंडीगढ़ शिमला मनाली,करनाल पानीपत सोनीपत रोहतक,दिल्ली मुंबई कोलकाता चेन्नई,कलायत सीवन चौशाला मुंदड़ी
सरस्वती वन्य जीव अभ्यारण्य पहले कहाँ स्थित था?,कुरुक्षेत्र,करनाल,हिसार,रोहतक,कुरुक्षेत्र
सरस्वती वन्य जीव अभ्यारण्य का अन्य नाम क्या है?,सोनार अभ्यारण्य,कालेसर अभ्यारण्य,भिंडावास अभ्यारण्य,सुल्तानपुर अभ्यारण्य,सोनार अभ्यारण्य
सरस्वती वन्य जीव अभ्यारण्य कितने हेक्टेयर में फैला है?,4400 हेक्टेयर,1000 हेक्टेयर,2000 हेक्टेयर,3000 हेक्टेयर,4400 हेक्टेयर
कुरुक्षेत्र की 48 कोस परिक्रमा में कैथल का कौन सा क्षेत्र पड़ता है?,पुंडरी,कलायत,सीवन,गुहला,पुंडरी
ईस्ट इंडिया कंपनी के खिलाफ 1843 में कैथल से विरोध करने वाले व्यक्ति कौन थे?,गुलाब सिंह साहिब कौर सूरज कौर,मंगल पांडे,रानी लक्ष्मीबाई,भगत सिंह,गुलाब सिंह साहिब कौर सूरज कौर
थेहा रितोली पुंडरी व जठेड़ी किस सभ्यता के केंद्र हैं?,सीसवाल सभ्यता,हड़प्पा सभ्यता,मोहनजोदड़ो सभ्यता,वैदिक सभ्यता,सीसवाल सभ्यता
नीलम विश्वविद्यालय कहाँ स्थित है?,कैथल,करनाल,हिसार,रोहतक,कैथल
चावल की सबसे ज्यादा 98 किस्में कहाँ पैदा की जाती हैं?,कैथल,करनाल,कुरुक्षेत्र,पानीपत,कैथल
चावल का सर्वाधिक उत्पादन कहाँ होता है?,करनाल,कैथल,कुरुक्षेत्र,पानीपत,करनाल
पीर चेतन शाह की मजार कहाँ स्थित है?,कैथल,कुरुक्षेत्र,पानीपत,रेवाड़ी,कैथल
किस पीर को श्रद्धालु सबसे छोटा पीर कहते हैं?,पीर चेतन शाह,बाबा फरीद,शेख चिल्ली,पानीपत का पीर,पीर चेतन शाह
बाबा मीरा नौ बहार की पीर मजार कहाँ स्थित है?,कैथल,कुरुक्षेत्र,पानीपत,रेवाड़ी,कैथल
गुरुद्वारा गुरु नानक देव जी कहाँ स्थित है?,कैथल,कुरुक्षेत्र,पानीपत,रेवाड़ी,कैथल
इंडोर स्टेडियम कहाँ स्थित है?,कैथल,करनाल,हिसार,रोहतक,कैथल
राज्य की प्रथम महिला सांगी कौन थी?,सरदारी बेगम,मीराबाई,लक्ष्मीबाई,रुकमणी,सरदारी बेगम
स्वतंत्रता सेनानी लाला काकाराम कहाँ के थे?,कैथल,करनाल,हिसार,रोहतक,कैथल
मौर्यकालीन अवशेष कहाँ मिले हैं?,पोलड़ गाँव कैथल,मोहनजोदड़ो,हड़प्पा,लोथल,पोलड़ गाँव कैथल
रामायण कालीन गाँव कौन सा कहलाता है?,पोलड़ गाँव,अयोध्या,लंका,किष्किंधा,पोलड़ गाँव
माँ सरस्वती मंदिर कहाँ स्थित है?,पोलड़ गाँव कैथल,कुरुक्षेत्र,पानीपत,रेवाड़ी,पोलड़ गाँव कैथल
शंहशाह नौगजा पीर की दरगाह कहाँ स्थित है?,पोलड़ गाँव कैथल,कुरुक्षेत्र,पानीपत,रेवाड़ी,पोलड़ गाँव कैथल
गुरु ब्रह्मानंदी जी का जन्म कब हुआ था?,24 दिसंबर 1908,15 अगस्त 1947,26 जनवरी 1950,2 अक्टूबर 1869,24 दिसंबर 1908
गुरु ब्रह्मानंदी जी का जन्म किस गाँव में हुआ था?,चुहड़माजरा गाँव (कैथल),करनाल,हिसार,रोहतक,चुहड़माजरा गाँव (कैथल)
गुरु ब्रह्मानंदी जी के प्रमुख गुरु कौन थे?,स्वामी भीष्म जी,स्वामी विवेकानंद,स्वामी दयानंद,स्वामी रामदेव,स्वामी भीष्म जी
गुरु ब्रह्मानंदी जी का अन्य नाम क्या था?,सत्यदेव,आनंद देव,प्रकाश देव,ज्ञान देव,सत्यदेव
शेख का अर्थ क्या है?,फकीर,राजा,मंत्री,संत,फकीर
तैय्यब का अर्थ क्या है?,सूफी संत,राजा,मंत्री,फकीर,सूफी संत
शेख तैय्यब का वास्तविक नाम क्या था?,लाला मैदानी माल,शेख फरीद,ख्वाजा मोईनुद्दीन चिश्ती,निजामुद्दीन औलिया,लाला मैदानी माल
शेख तैय्यब के गुरु का नाम क्या था?,सूफी संत हजरत शाह कमाल कादरी,शेख फरीद,ख्वाजा मोईनुद्दीन चिश्ती,निजामुद्दीन औलिया,सूफी संत हजरत शाह कमाल कादरी
शेख तैय्यब का मकबरा कहाँ स्थित है?,कैथल,दिल्ली,लाहौर,मुल्तान,कैथल
शेख तैय्यब किस मुगल शासक के मुख्य सलाहकार थे?,अकबर,बाबर,हुमायूँ,शाहजहाँ,अकबर
शेख तैय्यब के मकबरे का निर्माता कौन था?,हजरत सिकंदर शाह,बाबर,अकबर,हुमायूँ,हजरत सिकंदर शाह
शेख तैय्यब के मकबरे को राष्ट्रीय महत्व का स्मारक कब घोषित किया गया था?,1964 में,1947 में,1950 में,1960 में,1964 में
शेख तैय्यब का मकबरा किस कला में बना है?,पठार वास्तुकला,मुगल वास्तुकला,राजपूत वास्तुकला,ब्रिटिश वास्तुकला,पठार वास्तुकला
राज्य के किस मकबरे पर मीठा शरबत उपहार के रूप में चढ़ाया जाता है?,शेख तैय्यब का मकबरा कैथल,शेख चिल्ली का मकबरा,पानीपत का मकबरा,हजरत शाह कमाल की मजार,शेख तैय्यब का मकबरा कैथल
हजरत शाह कमाल की मजार कहाँ स्थित है?,कैथल,कुरुक्षेत्र,पानीपत,रेवाड़ी,कैथल
बालू का टीला कहाँ स्थित है?,कैथल,कुरुक्षेत्र,पानीपत,रेवाड़ी,कैथल
कहाँ के पुरुषों का ढहल नामक नृत्य बहुत प्रसिद्ध है?,कैथल,करनाल,हिसार,रोहतक,कैथल
लंका नरेश रावण का बचपन कहाँ बीता था?,पोलड़ गाँव कैथल,अयोध्या,लंका,किष्किंधा,पोलड़ गाँव कैथल
लंका नरेश रावण के नाना पुलत्स्य ऋषि के नाम पर कौन सा गाँव पड़ा है?,पोलड़ गाँव कैथल,अयोध्या,लंका,किष्किंधा,पोलड़ गाँव कैथल
हरियाणवी गजलकार के नाम से प्रसिद्ध कंवल हरियाणवी का जन्म कहाँ हुआ था?,कैथल (जन्म 9 मई 1927 पाई ग्राम),करनाल,हिसार,रोहतक,कैथल (जन्म 9 मई 1927 पाई ग्राम)
हरियाणा लोक साहित्य के आधुनिक पुरोधा कौन कहलाते हैं?,कंवल हरियाणवी,बाबू बालमुकुंद गुप्त,भाई परमानंद,नेकी राम शर्मा,कंवल हरियाणवी
लव-कुश तीर्थ स्थल कहाँ है?,मुदड़ी गाँव कैथल,अयोध्या,लंका,किष्किंधा,मुदड़ी गाँव कैथल
कैथल का सबसे पुराना कॉलेज कौन सा है?,राधा कृष्ण सनातन धर्म कॉलेज,डी.ए.वी. कॉलेज,नेहरू मेमोरियल कॉलेज,महर्षि दयानंद कॉलेज,राधा कृष्ण सनातन धर्म कॉलेज
जैनों की न्यूनतम जनसंख्या (0.03%) वाला जिला कौन सा है?,कैथल,करनाल,हिसार,रोहतक,कैथल
वर्ष 1967 में कैथल लोकसभा क्षेत्र से सांसद कौन बने थे?,श्री गुलजारी लाल नंदा,चौधरी देवीलाल,बंसी लाल,भजन लाल,श्री गुलजारी लाल नंदा
कैथल के नरेश भाई उदय सिंह का प्रमुख दरबारी कवि कौन था?,भाई संतोष सिंह,तुलसीदास,कबीरदास,सूरदास,भाई संतोष सिंह
भाई संतोष सिंह की प्रमुख रचनाएँ कौन सी हैं?,अमर कोष नानक प्रकाश आत्मपुराण गुरुप्रताप सूरज,रामचरितमानस,साकेत,कामायनी,गोदान,अमर कोष नानक प्रकाश आत्मपुराण गुरुप्रताप सूरज
दिल्ली के शासक मुहम्मद शाह 'रंगीला' का प्रमुख दरबारी कवि कौन था?,जुगल किशोर भट्ट (कैथल),तुलसीदास,कबीरदास,सूरदास,जुगल किशोर भट्ट (कैथल)
जुगल किशोर भट्ट की प्रमुख रचनाएँ कौन सी हैं?,अलंकार निधि कविता संग्रह,रामचरितमानस,साकेत,कामायनी,गोदान,अलंकार निधि कविता संग्रह
"टुडे स्मृति" तथा "कबीरचरितम" किसकी प्रमुख रचनाएँ हैं?,माधवाचार्य (जन्म 1897 कौल गाँव कैथल),तुलसीदास,कबीरदास,सूरदास,माधवाचार्य (जन्म 1897 कौल गाँव कैथल)
हितवादी वृद्धि तथा सनातन धर्म शास्त्रार्थपंचक पत्रिकाओं का प्रकाशन किसने किया था?,माधवाचार्य,जुगल किशोर भट्ट,भाई संतोष सिंह,कंवल हरियाणवी,माधवाचार्य
थेह पोलर (पोलड़) सिंधु घाटी सभ्यता स्थल कहाँ है?,कैथल,मोहनजोदड़ो,हड़प्पा,लोथल,कैथल
थेह पोलर (पोलड़) सिंधु घाटी सभ्यता स्थल से क्या मिले हैं?,तांबे के सिक्के,सोने के सिक्के,चांदी के सिक्के,लोहे के सिक्के,तांबे के सिक्के
वन रिपोर्ट 2021 के अनुसार वन क्षेत्र में सर्वाधिक वृद्धि कहाँ दर्ज की गई है?,कैथल (1.75 वर्ग कि.मी.),करनाल,हिसार,रोहतक,कैथल (1.75 वर्ग कि.मी.)
प्रदेश की प्रथम आवासीय हॉकी अकादमी कहाँ पर स्थापित की जाएगी?,हावड़ी गाँव कैथल,करनाल,हिसार,रोहतक,हावड़ी गाँव कैथल
हरियाणा का प्रथम गाँव जिसका अपना लिखित व प्रमाणित इतिहास मिला है, कौन सा है?,आहूँ (कैथल),करनाल,हिसार,रोहतक,आहूँ (कैथल)
कोटिकुट तीर्थ की क्या विशेषता है?,जो व्यक्ति इसके जल में स्नान करता है वह निष्पाप हो जाता है,यह मोक्ष प्रदान करता है,यह धन प्रदान करता है,यह ज्ञान प्रदान करता है,जो व्यक्ति इसके जल में स्नान करता है वह निष्पाप हो जाता है
कैथल शहर में डोगरा गेट के समीप कौन-सा गुरुद्वारा स्थित है?,गुरुद्वारा नीम साहिब,गुरुद्वारा मंजी साहिब,गुरुद्वारा टोपियों वाला,गुरुद्वारा गुरु नानक देव जी,गुरुद्वारा नीम साहिब
कैथल में गुहला चीका बाबा मीरान नौबहार की मजार लगभग कितने साल पुरानी है?,960 वर्ष,500 वर्ष,700 वर्ष,1000 वर्ष,960 वर्ष
कलायत नगर का नाम कर्दम ऋषि के किस दसवें पुत्र के नाम पर रखा गया है?,कपिल मुनि,भगवान राम,भगवान कृष्ण,भगवान शिव,कपिल मुनि
राज्य में महिलाएँ संतान की अच्छी सेहत और उसकी लंबी उम्र की कामना के लिए दस दिन के लिए जो व्रत रखती हैं, वह क्या कहलाता है?,अहोई व्रत,करवा चौथ,तीज,दीपावली,अहोई व्रत
गाय के पैरों में बाँधकर दूध निकालने वाली रस्सी क्या कहलाती है?,न्याणा,रस्सी,डोरी,डंडा,न्याणा
बैल का जमीन पर बैठ जाना क्या कहलाता है?,बसकना,उठना,दौड़ना,बैठना,बसकना
चारा डालने का सरकंडों/घासफूस से बना ढाँचा क्या कहलाता है?,कूंप/बूंगा,घास का ढेर,चारागाह,झोपड़ी,कूंप/बूंगा
सरकंडे के ऊपरी हिस्से तुलियों से बना एक पात्र जो अनाज साफ करने के काम आता है, क्या कहलाता है?,छाज,कटोरा,थाली,टोकरी,छाज
ग्रामीण क्षेत्रों में खेती की सुरक्षा के लिए प्रयोग में लाया जाता है, क्या कहलाता है?,डरेवा/टाऊ/बिजूका,खेत की बाड़,जाल,कंबल,डरेवा/टाऊ/बिजूका
राज्य में सींकला नेता गिड़गिड़ा झेरणा किससे संबंधित हैं?,दूध बिलौने के पात्र,खाना पकाने के बर्तन,पानी के बर्तन,सफाई के औजार,दूध बिलौने के पात्र
जन्माष्टमी का राज्य में लौकिक भाषा में नाम क्या है?,जांटी,जन्मोत्सव,कृष्णोत्सव,गोकुलोत्सव,जांटी
