"रोहतक में तीन प्रस्तावों को पारित करने के लिए एक महत्वपूर्ण बैठक किस तारीख को हुई थी", "17 अक्टूबर 1965", "23 सितंबर 1965", "23 अप्रैल 1966", "31 मई 1966", "17 अक्टूबर 1965"
"रोहतक मीटिंग में प्रस्ताव 1 क्या था", "एक नई दिल्ली स्टेट बनाई जाए जिसमें पंजाब दिल्ली राजस्थान UP के सभी हिंदी बोलने वाले इलाकों को शामिल किया जाए", "पंजाब के वो सारे क्षेत्र एक नए राज्य में शामिल किए जाने चाहिए जहाँ हिंदी बोली जाती हैं", "एक HR प्रांत बने और हर जगह का हिंदी स्पीकिंग Area उसके अंदर मिलाया जाए", "हिंदी क्षेत्र और पंजाबी क्षेत्र में बांटा जाए", "एक नई दिल्ली स्टेट बनाई जाए जिसमें पंजाब दिल्ली राजस्थान UP के सभी हिंदी बोलने वाले इलाकों को शामिल किया जाए"
"रोहतक में पारित पहले प्रस्ताव का मुख्य उद्देश्य क्या था", "पंजाब दिल्ली राजस्थान UP के हिंदी भाषी क्षेत्रों को मिलाकर एक नई दिल्ली स्टेट बनाना", "पंजाब के हिंदी भाषी क्षेत्रों को अलग राज्य बनाना", "एक हरियाणा प्रांत का निर्माण करना", "भाषाई आधार पर विभाजन", "पंजाब दिल्ली राजस्थान UP के हिंदी भाषी क्षेत्रों को मिलाकर एक नई दिल्ली स्टेट बनाना"
"रोहतक मीटिंग में प्रस्ताव 2 क्या था", "अगर UP और RJ मना करते हैं तो पंजाब के वो सारे क्षेत्र एक नए राज्य में शामिल किए जाने चाहिए जहाँ हिंदी बोली जाती हैं", "एक नई दिल्ली स्टेट बनाई जाए जिसमें पंजाब दिल्ली राजस्थान UP के सभी हिंदी बोलने वाले इलाकों को शामिल किया जाए", "एक HR प्रांत बने और हर जगह का हिंदी स्पीकिंग Area उसके अंदर मिलाया जाए", "हरियाणा को दो भागों में बांटा जाए", "अगर UP और RJ मना करते हैं तो पंजाब के वो सारे क्षेत्र एक नए राज्य में शामिल किए जाने चाहिए जहाँ हिंदी बोली जाती हैं"
"रोहतक मीटिंग के दूसरे प्रस्ताव में क्या शर्त रखी गई थी", "यदि उत्तर प्रदेश और राजस्थान इनकार करें तो पंजाब के हिंदी भाषी क्षेत्रों को नए राज्य में शामिल किया जाए", "एक नई दिल्ली स्टेट का गठन", "एक हरियाणा प्रांत का निर्माण", "हरियाणा को दो भागों में बांटना", "यदि उत्तर प्रदेश और राजस्थान इनकार करें तो पंजाब के हिंदी भाषी क्षेत्रों को नए राज्य में शामिल किया जाए"
"रोहतक मीटिंग में प्रस्ताव 3 क्या था", "एक HR प्रांत बने और हर जगह का हिंदी स्पीकिंग Area उसके अंदर मिलाया जाए", "एक नई दिल्ली स्टेट बनाई जाए जिसमें पंजाब दिल्ली राजस्थान UP के सभी हिंदी बोलने वाले इलाकों को शामिल किया जाए", "अगर UP और RJ मना करते हैं तो पंजाब के वो सारे क्षेत्र एक नए राज्य में शामिल किए जाने चाहिए जहाँ हिंदी बोली जाती हैं", "हरियाणा को दो भागों में बांटा जाए", "एक HR प्रांत बने और हर जगह का हिंदी स्पीकिंग Area उसके अंदर मिलाया जाए"
"रोहतक मीटिंग के तीसरे प्रस्ताव का मुख्य लक्ष्य क्या था", "एक हरियाणा प्रांत बनाना और सभी हिंदी भाषी क्षेत्रों को उसमें मिलाना", "नई दिल्ली स्टेट का गठन", "पंजाब के हिंदी भाषी क्षेत्रों को अलग राज्य बनाना", "हरियाणा को दो भागों में बांटना", "एक हरियाणा प्रांत बनाना और सभी हिंदी भाषी क्षेत्रों को उसमें मिलाना"
"हुकुम सिंह कमेटी ने सारी बातें मान ली", "सही", "गलत", "आंशिक रूप से सही", "जानकारी अधूरी", "सही"
"क्या हुकुम सिंह कमेटी ने रोहतक मीटिंग के सभी प्रस्तावों को स्वीकार कर लिया था", "हाँ", "नहीं", "कुछ को ही", "जानकारी नहीं", "हाँ"
"एक सीमा आयोग का गठन कब हुआ था", "23 अप्रैल 1966", "31 मई 1966", "28 सितंबर 1966", "1 नवंबर 1966", "23 अप्रैल 1966"
"सीमा आयोग का गठन किस तारीख को किया गया था", "23 अप्रैल 1966", "31 मई 1966", "28 सितंबर 1966", "1 नवंबर 1966", "23 अप्रैल 1966"
"सीमा आयोग का गठन किसकी सिफारिश पर हुआ था", "हुकुम सिंह की सिफारिश पर", "संत फतेह सिंह की सिफारिश पर", "फजल अली की सिफारिश पर", "सच्चर की सिफारिश पर", "हुकुम सिंह की सिफारिश पर"
"सीमा आयोग का गठन किसकी अनुशंसा पर किया गया था", "हुकुम सिंह की", "संत फतेह सिंह की", "फजल अली की", "भीमसेन सच्चर की", "हुकुम सिंह की"
"सीमा आयोग के अध्यक्ष कौन थे", "J.C शाह", "फजल अली", "हृदयनाथ", "K.M पाणकर", "J.C शाह"
"सीमा आयोग की अध्यक्षता किस न्यायमूर्ति ने की थी", "J.C शाह", "फजल अली", "हृदयनाथ कुंजरू", "के.एम. पणिक्कर", "J.C शाह"
"सीमा आयोग ने दोनों राज्यों की किस चीज का बंटवारा किया", "सीमा का", "भाषा का", "मुख्यमंत्री का", "राजधानी का", "सीमा का"
"सीमा आयोग का प्रमुख कार्य क्या था", "दोनों राज्यों की सीमाओं का निर्धारण", "भाषाई क्षेत्रों का विभाजन", "मुख्यमंत्रियों का चयन", "राजधानी का चुनाव", "दोनों राज्यों की सीमाओं का निर्धारण"
"सीमा आयोग ने अपनी रिपोर्ट कब दी थी", "31 मई 1966", "23 अप्रैल 1966", "28 सितंबर 1966", "1 नवंबर 1966", "31 मई 1966"
"सीमा आयोग ने अपनी रिपोर्ट किस तारीख को प्रस्तुत की", "31 मई 1966", "23 अप्रैल 1966", "28 सितंबर 1966", "1 नवंबर 1966", "31 मई 1966"
"सीमा आयोग की रिपोर्ट के हिसाब से कौन से जिले हरियाणा में मिलाए जाने चाहिए थे", "हिसार महेंद्रगढ़ गुडगाँव रोहतक करनाल नरवाना तहसील अंबाला जगाधरी और खराड तहसील", "फरीदाबाद पलवल नूह", "पानीपत सोनीपत जींद", "उपरोक्त सभी", "हिसार महेंद्रगढ़ गुडगाँव रोहतक करनाल नरवाना तहसील अंबाला जगाधरी और खराड तहसील"
"सीमा आयोग की रिपोर्ट में हरियाणा में शामिल करने के लिए किन क्षेत्रों का उल्लेख किया गया था", "हिसार महेंद्रगढ़ गुडगाँव रोहतक करनाल नरवाना तहसील अंबाला जगाधरी और खराड तहसील", "अंबाला यमुनानगर कुरुक्षेत्र", "हिसार फतेहाबाद सिरसा", "भिवानी दादरी चरखी", "हिसार महेंद्रगढ़ गुडगाँव रोहतक करनाल नरवाना तहसील अंबाला जगाधरी और खराड तहसील"
"नरवाना तहसील किस जिले में आती थी", "संगरूर", "पटियाला", "लुधियाना", "जालंधर", "संगरूर"
"नरवाना तहसील पहले पंजाब के किस जिले का हिस्सा थी", "संगरूर", "लुधियाना", "पटियाला", "अमृतसर", "संगरूर"
"अंबाला जगाधरी और खराड तहसील में कौन सा शहर शामिल था", "चंडीगढ़", "अंबाला", "यमुनानगर", "पंचकूला", "चंडीगढ़"
"सीमा आयोग की रिपोर्ट में अंबाला जगाधरी और खराड तहसील के साथ किस शहर को हरियाणा में मिलाने की सिफारिश की गई थी", "चंडीगढ़", "अंबाला", "यमुनानगर", "पंचकूला", "चंडीगढ़"
"इस रिपोर्ट के आधार पर 28 सितंबर 1966 को हरियाणा में कौन से जिले और हिस्सों को शामिल किया गया", "रोहतक गुडगाँव करनाल महेंद्रगढ़ जींद नरवाना अंबाला जगाधरी नारायणगढ़ और मणीमाजरा के कुछ हिस्से", "हिसार महेंद्रगढ़ गुडगाँव रोहतक करनाल", "अंबाला जगाधरी और खराड", "उपरोक्त सभी", "रोहतक गुडगाँव करनाल महेंद्रगढ़ जींद नरवाना अंबाला जगाधरी नारायणगढ़ और मणीमाजरा के कुछ हिस्से"
"28 सितंबर 1966 को सीमा आयोग की रिपोर्ट के आधार पर हरियाणा में किन प्रमुख क्षेत्रों को शामिल किया गया", "रोहतक गुडगाँव करनाल महेंद्रगढ़ जींद नरवाना अंबाला जगाधरी नारायणगढ़ और मणीमाजरा के कुछ हिस्से", "अंबाला यमुनानगर कुरुक्षेत्र", "हिसार फतेहाबाद सिरसा", "भिवानी दादरी चरखी", "रोहतक गुडगाँव करनाल महेंद्रगढ़ जींद नरवाना अंबाला जगाधरी नारायणगढ़ और मणीमाजरा के कुछ हिस्से"
"हरियाणा और पंजाब का हाई कोर्ट गठन के समय क्या था", "एक ही रखा गया", "अलग-अलग किया गया", "चंडीगढ़ में स्थानांतरित किया गया", "दिल्ली में स्थानांतरित किया गया", "एक ही रखा गया"
"हरियाणा के गठन के समय पंजाब और हरियाणा का उच्च न्यायालय किस स्थिति में था", "एक ही रखा गया था", "अलग-अलग स्थापित किए गए थे", "चंडीगढ़ में स्थानांतरित किया गया था", "दिल्ली में स्थानांतरित किया गया था", "एक ही रखा गया था"
"हरियाणा का गठन किस तारीख को हुआ था", "1 नवंबर 1966", "23 अप्रैल 1966", "31 मई 1966", "28 सितंबर 1966", "1 नवंबर 1966"
"हरियाणा राज्य की स्थापना किस दिनांक को हुई थी", "1 नवंबर 1966", "23 अप्रैल 1966", "31 मई 1966", "28 सितंबर 1966", "1 नवंबर 1966"
"हरियाणा का गठन किस अनुच्छेद और धारा के तहत हुआ", "अनुच्छेद 135(3) और धारा-3", "अनुच्छेद 3 और धारा-135(3)", "अनुच्छेद 135 और धारा-3", "अनुच्छेद 3 और धारा-135", "अनुच्छेद 135(3) और धारा-3"
"भारतीय संविधान के किस अनुच्छेद और धारा के तहत हरियाणा राज्य का गठन किया गया", "अनुच्छेद 135(3) और धारा-3", "अनुच्छेद 3 और धारा-135(3)", "अनुच्छेद 135 और धारा-3", "अनुच्छेद 3 और धारा-135", "अनुच्छेद 135(3) और धारा-3"
"पंजाब री-ऑर्गेनाइजेशन एक्ट के हिसाब से पंजाब के अंदर से कौन से दो अलग राज्य बनाए गए", "हरियाणा और हिमाचल प्रदेश", "हरियाणा और पंजाब", "पंजाब और हिमाचल प्रदेश", "हरियाणा और दिल्ली", "हरियाणा और हिमाचल प्रदेश"
"किस अधिनियम के तहत पंजाब से हरियाणा और हिमाचल प्रदेश दो अलग राज्य बनाए गए", "पंजाब री-ऑर्गेनाइजेशन एक्ट", "स्टेट्स रीऑर्गेनाइजेशन एक्ट", "हरियाणा फॉर्मेशन एक्ट", "पंजाब & हरियाणा मर्जर एक्ट", "पंजाब री-ऑर्गेनाइजेशन एक्ट"
"किस कारण से HR 1 नवंबर 1966 में नए राज्य के रूप में उभरकर आया", "पंजाब री-ऑर्गेनाइजेशन एक्ट", "सच्चर फार्मला", "फजल अली आयोग", "सीमा आयोग", "पंजाब री-ऑर्गेनाइजेशन एक्ट"
"हरियाणा के एक नवंबर 1966 को नए राज्य के रूप में स्थापित होने का प्रमुख कारण क्या था", "पंजाब री-ऑर्गेनाइजेशन एक्ट का लागू होना", "सच्चर फार्मला का अनुमोदन", "फजल अली आयोग की सिफारिशें", "सीमा आयोग की रिपोर्ट", "पंजाब री-ऑर्गेनाइजेशन एक्ट का लागू होना"
